date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
19-04-2026,2026,New Chandigarh,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,254,7,200,5,Punjab Kings,complete,54,0,Priyansh Arya,J Srinath,J Madanagopal,K Kelkar,R Pandit,UV Gandhe,20,"Vijaykumar Vyshak, Priyansh Arya, P Simran Singh, C Connolly, SS Iyer, MP Stoinis, N Wadhera, Shashank Singh, M Jansen, XC Bartlett, Arshdeep Singh, YS Chahal","Mohsin Khan, MR Marsh, A Badoni, RR Pant, N Pooran, AK Markram, MD Choudhary, Himmat Singh, Mohammed Shami, Avesh Khan, Prince Yadav, M Siddharth"
19-04-2026,2026,Kolkata,"Eden Gardens, Kolkata",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,155,9,161,6,Kolkata Knight Riders,complete,0,4,CV Varun,V Narayan Kutty,HDPK Dharmasena,M Krishnadas,VK Sharma,HAS Khalid,20,"Yash Raj Punja, YBK Jaiswal, V Suryavanshi, Dhruv Jurel, R Parag, SO Hetmyer, D Ferreira, RA Jadeja, JC Archer, Ravi Bishnoi, Brijesh Sharma, N Burger","CV Varun, TL Seifert, AM Rahane, A Raghuvanshi, C Green, R Powell, RK Singh, Ramandeep Singh, AS Roy, SP Narine, VG Arora, Kartik Tyagi"
20-04-2026,2026,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Gujarat Titans,Gujarat Titans,field,199,5,100,10,Mumbai Indians,complete,99,0,Tilak Varma,Prakash Bhatt,Abhijit Bhattacharya,KN Ananthapadmanabhan,A Totre,Bhavesh Patel,20,"Q de Kock, DV Malewar, Naman Dhir, SA Yadav, Tilak Varma, HH Pandya, SE Rutherford, MJ Santner, Krish Bhagat, JJ Bumrah, AM Ghazanfar, Ashwani Kumar","M Prasidh Krishna, B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, GD Phillips, R Tewatia, M Shahrukh Khan, Rashid Khan, K Rabada, Ashok Sharma, Mohammed Siraj"
21-04-2026,2026,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,242,2,195,9,Sunrisers Hyderabad,complete,47,0,Abhishek Sharma,Shakti Singh,Anish Sahasrabudhe,Vinod Seshan,AT Holdstock,MV Saidharshan Kumar,20,"D Madushanka, Abhishek Sharma, TM Head, Ishan Kishan, H Klaasen, S Arora, Aniket Verma, Nithish Kumar Reddy, Shivang Kumar, Harsh Dubey, Sakib Hussain, E Malinga","Mukesh Kumar, P Nissanka, KL Rahul, N Rana, Sameer Rizvi, DA Miller, T Stubbs, Ashutosh Sharma, AR Patel, Kuldeep Yadav, L Ngidi, T Natarajan"
22-04-2026,2026,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,159,6,119,10,Rajasthan Royals,complete,40,0,RA Jadeja,V Narayan Kutty,AK Argal,VK Sharma,K Swaroopanand,HAS Khalid,20,"YBK Jaiswal, V Suryavanshi, Dhruv Jurel, R Parag, SO Hetmyer, RA Jadeja, D Ferreira, SB Dubey, JC Archer, N Burger, Brijesh Sharma, Ravi Bishnoi","Prince Yadav, MR Marsh, A Badoni, RR Pant, AK Markram, N Pooran, Himmat Singh, MD Choudhary, Mohammed Shami, MP Yadav, DS Rathi, Mohsin Khan"
23-04-2026,2026,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,207,6,104,10,Chennai Super Kings,complete,103,0,SV Samson,Prakash Bhatt,AT Holdstock,P Joshi,KN Ananthapadmanabhan,Bhavesh Patel,20,"SV Samson, RD Gaikwad, SN Khan, S Dube, D Brevis, Kartik Sharma, J Overton, AJ Hosein, Noor Ahmad, A Kamboj, Mukesh Choudhary, Gurjapneet Singh","MJ Santner, AM Ghazanfar, Q de Kock, DV Malewar, Naman Dhir, SA Yadav, Tilak Varma, HH Pandya, SE Rutherford, SN Thakur, Krish Bhagat, Ashwani Kumar, JJ Bumrah"
24-04-2026,2026,Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,205,3,206,5,Royal Challengers Bengaluru,complete,0,5,V Kohli,J Srinath,Amit Rana,J Madanagopal,UV Gandhe,K Kelkar,20,"R Tewatia, B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, JO Holder, M Shahrukh Khan, Rashid Khan, MJ Suthar, K Rabada, Mohammed Siraj, M Prasidh Krishna","Suyash Sharma, JG Bethell, V Kohli, D Padikkal, RM Patidar, JM Sharma, TH David, KH Pandya, R Shepherd, B Kumar, JR Hazlewood, Rasikh Salam"
25-04-2026,2026,Delhi,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,264,2,265,4,Punjab Kings,complete,0,6,KL Rahul,V Narayan Kutty,AK Argal,VK Sharma,K Swaroopanand,HAS Khalid,20,"Auqib Nabi, V Nigam, P Nissanka, KL Rahul, N Rana, DA Miller, Sameer Rizvi, AR Patel, T Stubbs, L Ngidi, Kuldeep Yadav, T Natarajan, Mukesh Kumar","YS Chahal, Priyansh Arya, P Simran Singh, C Connolly, SS Iyer, N Wadhera, Shashank Singh, MP Stoinis, M Jansen, XC Bartlett, Vijaykumar Vyshak, Arshdeep Singh"
25-04-2026,2026,Jaipur,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,228,6,229,5,Sunrisers Hyderabad,complete,0,5,Ishan Kishan,Amit Sharma,KM Gandhi,Nitin Menon,MV Saidharshan Kumar,TM Srivastava,20,"Ravi Bishnoi, YBK Jaiswal, V Suryavanshi, Dhruv Jurel, R Parag, D Ferreira, SO Hetmyer, RA Jadeja, JC Archer, TU Deshpande, N Burger, Brijesh Sharma","Sakib Hussain, TM Head, Abhishek Sharma, Ishan Kishan, H Klaasen, Nithish Kumar Reddy, S Arora, Aniket Verma, PJ Cummins, Shivang Kumar, E Malinga, PP Hinge"
26-04-2026,2026,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,159,7,156,10,,tie,0,0,RK Singh,J Srinath,A Bengeri,K Kelkar,R Pandit,Amit Rana,20,"CV Varun, AM Rahane, TL Seifert, A Raghuvanshi, C Green, R Powell, RK Singh, AS Roy, Ramandeep Singh, SP Narine, VG Arora, Kartik Tyagi","Mohsin Khan, AK Markram, MR Marsh, RR Pant, N Pooran, A Badoni, MD Choudhary, Himmat Singh, GF Linde, Mohammed Shami, Prince Yadav, DS Rathi"
26-04-2026,2026,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,158,7,162,2,Gujarat Titans,complete,0,8,K Rabada,Prakash Bhatt,AT Holdstock,KN Ananthapadmanabhan,A Totre,Bhavesh Patel,20,"SV Samson, RD Gaikwad, Urvil Patel, SN Khan, D Brevis, S Dube, Kartik Sharma, J Overton, AJ Hosein, Noor Ahmad, A Kamboj, Gurjapneet Singh","B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, M Shahrukh Khan, JO Holder, Rashid Khan, Arshad Khan, K Rabada, Mohammed Siraj, MJ Suthar"
27-04-2026,2026,Delhi,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,75,10,77,1,Royal Challengers Bengaluru,complete,0,9,JR Hazlewood,V Narayan Kutty,AK Argal,SJ Nogajski,M Krishnadas,HAS Khalid,20,"SU Parakh, KL Rahul, N Rana, Sameer Rizvi, T Stubbs, AR Patel, Abishek Porel, DA Miller, KA Jamieson, Kuldeep Yadav, PVD Chameera, T Natarajan","Suyash Sharma, JG Bethell, V Kohli, D Padikkal, RM Patidar, JM Sharma, TH David, R Shepherd, KH Pandya, B Kumar, JR Hazlewood, Rasikh Salam"
28-04-2026,2026,New Chandigarh,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,222,4,228,4,Rajasthan Royals,complete,0,6,D Ferreira,Amit Sharma,Nitin Menon,TM Srivastava,KM Gandhi,MV Saidharshan Kumar,20,"Harpreet Brar, P Simran Singh, Priyansh Arya, C Connolly, SS Iyer, MP Stoinis, Suryansh Shedge, N Wadhera, M Jansen, LH Ferguson, Arshdeep Singh, YS Chahal","Yash Raj Punja, YBK Jaiswal, V Suryavanshi, Dhruv Jurel, R Parag, D Ferreira, SB Dubey, RA Jadeja, MD Shanaka, JC Archer, N Burger, Brijesh Sharma"
29-04-2026,2026,Mumbai,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,243,5,249,4,Sunrisers Hyderabad,complete,0,6,H Klaasen,J Srinath,A Bengeri,J Madanagopal,UV Gandhe,Amit Rana,20,"SN Thakur, WG Jacks, RD Rickelton, SA Yadav, Naman Dhir, HH Pandya, Tilak Varma, R Minz, TA Boult, JJ Bumrah, AM Ghazanfar, Ashwani Kumar","Sakib Hussain, Aniket Verma, Abhishek Sharma, TM Head, Ishan Kishan, H Klaasen, Nithish Kumar Reddy, S Arora, PJ Cummins, Harsh Dubey, PP Hinge, E Malinga"
30-04-2026,2026,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,155,10,158,6,Gujarat Titans,complete,0,4,JO Holder,IR Siddiqui,AT Holdstock,KN Ananthapadmanabhan,Abhijit Bhattacharya,P Joshi,20,"JG Bethell, V Kohli, D Padikkal, RM Patidar, JM Sharma, TH David, KH Pandya, R Shepherd, VR Iyer, B Kumar, JR Hazlewood, Suyash Sharma","Mohammed Siraj, B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, M Shahrukh Khan, R Tewatia, JO Holder, Rashid Khan, Arshad Khan, K Rabada, MJ Suthar"
01-05-2026,2026,Jaipur,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,225,6,226,3,Delhi Capitals,complete,0,7,KL Rahul,R Seth,SJ Nogajski,VK Sharma,HAS Khalid,AK Argal,20,"TU Deshpande, YBK Jaiswal, V Suryavanshi, Dhruv Jurel, R Parag, RA Jadeja, D Ferreira, SB Dubey, JC Archer, Ravi Bishnoi, N Burger, Brijesh Sharma","P Nissanka, KL Rahul, N Rana, T Stubbs, Ashutosh Sharma, Sameer Rizvi, AR Patel, KA Jamieson, MA Starc, Kuldeep Yadav, T Natarajan"
02-05-2026,2026,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,159,7,160,2,Chennai Super Kings,complete,0,8,RD Gaikwad,Amit Sharma,KM Gandhi,Nitin Menon,Vinod Seshan,TM Srivastava,20,"Raghu Sharma, WG Jacks, RD Rickelton, Naman Dhir, SA Yadav, Tilak Varma, HH Pandya, R Minz, Krish Bhagat, TA Boult, JJ Bumrah, AM Ghazanfar","Mukesh Choudhary, SV Samson, RD Gaikwad, Urvil Patel, Kartik Sharma, D Brevis, S Dube, J Overton, RS Ghosh, PR Veer, Noor Ahmad, A Kamboj"
03-05-2026,2026,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Gujarat Titans,Gujarat Titans,field,163,9,167,6,Gujarat Titans,complete,0,4,JO Holder,P Dharmani,KN Ananthapadmanabhan,P Joshi,Abhijit Bhattacharya,Bhavesh Patel,20,"Priyansh Arya, P Simran Singh, C Connolly, SS Iyer, N Wadhera, Suryansh Shedge, MP Stoinis, M Jansen, XC Bartlett, Vijaykumar Vyshak, Arshdeep Singh, YS Chahal","Mohammed Siraj, B Sai Sudharsan, Shubman Gill, JC Buttler, N Sindhu, Washington Sundar, R Tewatia, JO Holder, Arshad Khan, Rashid Khan, K Rabada, MJ Suthar"
03-05-2026,2026,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,165,10,169,3,Kolkata Knight Riders,complete,0,7,CV Varun,IR Siddiqui,A Bengeri,J Madanagopal,UV Gandhe,Amit Rana,20,"Sakib Hussain, Abhishek Sharma, TM Head, Ishan Kishan, H Klaasen, R Smaran, Aniket Verma, S Arora, PJ Cummins, Shivang Kumar, HV Patel, E Malinga","VG Arora, AM Rahane, FH Allen, A Raghuvanshi, RK Singh, C Green, R Powell, MK Pandey, SP Narine, AS Roy, Kartik Tyagi, CV Varun"
04-05-2026,2026,Mumbai,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,228,5,229,4,Mumbai Indians,complete,0,6,RD Rickelton,R Seth,AK Argal,SJ Nogajski,VK Sharma,T Ematty,20,"M Siddharth, MR Marsh, JP Inglis, N Pooran, RR Pant, AK Markram, Akshat Raghuwanshi, Himmat Singh, Mohammed Shami, Mohsin Khan, Avesh Khan, Prince Yadav","Raghu Sharma, RD Rickelton, RG Sharma, Tilak Varma, SA Yadav, Naman Dhir, WG Jacks, RA Bawa, C Bosch, DL Chahar, JJ Bumrah, AM Ghazanfar"
05-05-2026,2026,Delhi,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,155,7,159,2,Chennai Super Kings,complete,0,8,SV Samson,Amit Sharma,KM Gandhi,TM Srivastava,Nitin Menon,Anish Sahasrabudhe,20,"P Nissanka, KL Rahul, N Rana, KK Nair, AR Patel, T Stubbs, Sameer Rizvi, Ashutosh Sharma, MA Starc, L Ngidi, Kuldeep Yadav, T Natarajan","SV Samson, RD Gaikwad, Urvil Patel, Kartik Sharma, D Brevis, J Overton, AJ Hosein, Noor Ahmad, A Kamboj, Mukesh Choudhary, Gurjapneet Singh"
06-05-2026,2026,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,235,4,202,7,Sunrisers Hyderabad,complete,33,0,PJ Cummins,DS Manohar,J Madanagopal,K Kelkar,UV Gandhe,Amit Rana,20,"Harsh Dubey, Abhishek Sharma, TM Head, Ishan Kishan, H Klaasen, Nithish Kumar Reddy, S Arora, R Smaran, PJ Cummins, Shivang Kumar, E Malinga, Sakib Hussain","YS Chahal, Priyansh Arya, P Simran Singh, C Connolly, SS Iyer, MP Stoinis, Suryansh Shedge, Shashank Singh, M Jansen, Vijaykumar Vyshak, LH Ferguson, Arshdeep Singh"
07-05-2026,2026,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,209,3,203,6,Lucknow Super Giants,complete,9,0,MR Marsh,P Dharmani,A Totre,P Joshi,AT Holdstock,T Ematty,20,"MP Yadav, MR Marsh, AA Kulkarni, N Pooran, RR Pant, AK Markram, Akshat Raghuwanshi, Himmat Singh, Shahbaz Ahmed, DS Rathi, Mohammed Shami, Prince Yadav","Suyash Sharma, JG Bethell, V Kohli, D Padikkal, RM Patidar, JM Sharma, TH David, KH Pandya, R Shepherd, B Kumar, JR Hazlewood, Rasikh Salam"
08-05-2026,2026,Delhi,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,142,8,147,2,Kolkata Knight Riders,complete,0,8,FH Allen,Amit Sharma,Nitin Menon,R Pandit,KM Gandhi,TM Srivastava,20,"Kuldeep Yadav, P Nissanka, KL Rahul, N Rana, Sameer Rizvi, T Stubbs, AR Patel, Ashutosh Sharma, V Nigam, MA Starc, L Ngidi, Mukesh Kumar","CV Varun, AM Rahane, FH Allen, A Raghuvanshi, C Green, R Powell, MK Pandey, RK Singh, SP Narine, AS Roy, Kartik Tyagi, VG Arora"
09-05-2026,2026,Jaipur,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,229,4,152,10,Gujarat Titans,complete,77,0,Rashid Khan,R Seth,HAS Khalid,VK Sharma,SJ Nogajski,AK Argal,20,"R Sai Kishore, B Sai Sudharsan, Shubman Gill, JC Buttler, Washington Sundar, JO Holder, R Tewatia, N Sindhu, Rashid Khan, Arshad Khan, K Rabada, Mohammed Siraj","Yash Raj Punja, YBK Jaiswal, V Suryavanshi, Dhruv Jurel, SO Hetmyer, RA Jadeja, D Ferreira, SB Dubey, MD Shanaka, JC Archer, TU Deshpande, Brijesh Sharma"
10-05-2026,2026,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,203,8,208,5,Chennai Super Kings,complete,0,5,J Overton,DS Manohar,Amit Rana,K Kelkar,A Bengeri,T Ematty,20,"JP Inglis, MR Marsh, N Pooran, RR Pant, AK Markram, Akshat Raghuwanshi, Shahbaz Ahmed, Himmat Singh, Mohammed Shami, Avesh Khan, Prince Yadav, DS Rathi","Mukesh Choudhary, SV Samson, RD Gaikwad, Urvil Patel, Kartik Sharma, D Brevis, S Dube, PR Veer, J Overton, AJ Hosein, Noor Ahmad, A Kamboj"
10-05-2026,2026,Raipur,"Shaheed Veer Narayan Singh International Stadium, Raipur",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,166,7,167,8,Royal Challengers Bengaluru,complete,0,2,B Kumar,Amit Sharma,R Pandit,TM Srivastava,Nitin Menon,KM Gandhi,20,"Raghu Sharma, RD Rickelton, RG Sharma, Naman Dhir, SA Yadav, Tilak Varma, WG Jacks, RA Bawa, C Bosch, DL Chahar, JJ Bumrah, AM Ghazanfar","Suyash Sharma, JG Bethell, V Kohli, D Padikkal, RM Patidar, KH Pandya, JM Sharma, TH David, R Shepherd, Rasikh Salam, B Kumar, JR Hazlewood"
11-05-2026,2026,Dharamsala,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Delhi Capitals,Delhi Capitals,field,210,5,216,7,Delhi Capitals,complete,0,3,M Tiwari,P Dharmani,Bhavesh Patel,KN Ananthapadmanabhan,AT Holdstock,P Joshi,20,"Yash Thakur, Priyansh Arya, P Simran Singh, SS Iyer, C Connolly, MP Stoinis, Shashank Singh, Suryansh Shedge, M Jansen, BJ Dwarshuis, Arshdeep Singh, YS Chahal","Mukesh Kumar, KL Rahul, Abishek Porel, SU Parakh, T Stubbs, AR Patel, DA Miller, Ashutosh Sharma, M Tiwari, Auqib Nabi, MA Starc, L Ngidi"
12-05-2026,2026,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,168,5,86,10,Gujarat Titans,complete,82,0,K Rabada,R Seth,HAS Khalid,VK Sharma,SJ Nogajski,AK Argal,20,"M Prasidh Krishna, B Sai Sudharsan, Shubman Gill, JC Buttler, N Sindhu, Washington Sundar, JO Holder, R Tewatia, Rashid Khan, Arshad Khan, K Rabada, Mohammed Siraj","Sakib Hussain, TM Head, Abhishek Sharma, Ishan Kishan, R Smaran, H Klaasen, S Arora, Nithish Kumar Reddy, PJ Cummins, Shivang Kumar, PP Hinge, E Malinga"
13-05-2026,2026,Raipur,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,192,4,194,4,Royal Challengers Bengaluru,complete,0,6,V Kohli,A Kripal Singh,Nitin Menon,R Pandit,TM Srivastava,KM Gandhi,20,"SR Dubey, AM Rahane, FH Allen, A Raghuvanshi, C Green, RK Singh, R Powell, MK Pandey, SP Narine, AS Roy, Kartik Tyagi, VG Arora","JA Duffy, JG Bethell, V Kohli, D Padikkal, RM Patidar, TH David, JM Sharma, VR Iyer, KH Pandya, B Kumar, Rasikh Salam, JR Hazlewood"
14-05-2026,2026,Dharamsala,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Mumbai Indians,Mumbai Indians,field,200,8,205,4,Mumbai Indians,complete,0,6,Tilak Varma,P Dharmani,Bhavesh Patel,KN Ananthapadmanabhan,AT Holdstock,P Joshi,20,"Priyansh Arya, P Simran Singh, C Connolly, SS Iyer, Suryansh Shedge, Shashank Singh, Azmatullah Omarzai, M Jansen, Vishnu Vinod, XC Bartlett, Arshdeep Singh, YS Chahal","Raghu Sharma, RG Sharma, RD Rickelton, Naman Dhir, Tilak Varma, SE Rutherford, WG Jacks, RA Bawa, C Bosch, DL Chahar, SN Thakur, JJ Bumrah"
15-05-2026,2026,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,187,5,188,3,Lucknow Super Giants,complete,0,7,MR Marsh,DS Manohar,T Ematty,UV Gandhe,J Madanagopal,K Kelkar,20,"Gurjapneet Singh, SV Samson, RD Gaikwad, Urvil Patel, Kartik Sharma, D Brevis, S Dube, PR Veer, A Kamboj, Noor Ahmad, SH Johnson, Mukesh Choudhary","Prince Yadav, MR Marsh, JP Inglis, N Pooran, Abdul Samad, MD Choudhary, AK Markram, RR Pant, Shahbaz Ahmed, Mohammed Shami, MP Yadav, Akash Singh"
16-05-2026,2026,Kolkata,"Eden Gardens, Kolkata",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,247,2,218,4,Kolkata Knight Riders,complete,29,0,SP Narine,R Seth,K Swaroopanand,VK Sharma,SJ Nogajski,AK Argal,20,"M Pathirana, AM Rahane, FH Allen, A Raghuvanshi, C Green, MK Pandey, RK Singh, SP Narine, AS Roy, CV Varun, SR Dubey, Kartik Tyagi","Mohammed Siraj, B Sai Sudharsan, Shubman Gill, N Sindhu, JC Buttler, R Tewatia, JO Holder, Washington Sundar, Rashid Khan, K Rabada, Arshad Khan, R Sai Kishore"
17-05-2026,2026,Dharamsala,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,222,4,199,8,Royal Challengers Bengaluru,complete,23,0,VR Iyer,P Dharmani,AT Holdstock,KN Ananthapadmanabhan,P Joshi,Bhavesh Patel,20,"Rasikh Salam, JG Bethell, V Kohli, D Padikkal, VR Iyer, TH David, JM Sharma, R Shepherd, KH Pandya, B Kumar, Suyash Sharma, JR Hazlewood","YS Chahal, Priyansh Arya, P Simran Singh, C Connolly, SS Iyer, Suryansh Shedge, MP Stoinis, Shashank Singh, Azmatullah Omarzai, Harpreet Brar, LH Ferguson, Arshdeep Singh"
17-05-2026,2026,Delhi,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,193,8,197,5,Delhi Capitals,complete,0,5,MA Starc,DS Manohar,Amit Rana,K Kelkar,J Madanagopal,T Ematty,20,"YBK Jaiswal, V Suryavanshi, Dhruv Jurel, R Parag, D Ferreira, Ravi Singh, SB Dubey, MD Shanaka, JC Archer, AF Milne, Brijesh Sharma, Yash Raj Punja","Mukesh Kumar, Abishek Porel, KL Rahul, SU Parakh, AR Patel, T Stubbs, DA Miller, Ashutosh Sharma, M Tiwari, MA Starc, L Ngidi, T Vijay"
18-05-2026,2026,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,180,7,181,5,Sunrisers Hyderabad,complete,0,5,Ishan Kishan,A Kripal Singh,Nitin Menon,TM Srivastava,Anish Sahasrabudhe,KM Gandhi,20,"Mukesh Choudhary, SV Samson, RD Gaikwad, Urvil Patel, Kartik Sharma, D Brevis, S Dube, PR Veer, AJ Hosein, Noor Ahmad, A Kamboj, SH Johnson","Sakib Hussain, Abhishek Sharma, TM Head, Ishan Kishan, H Klaasen, Nithish Kumar Reddy, S Arora, R Smaran, PJ Cummins, Shivang Kumar, E Malinga, PP Hinge"
19-05-2026,2026,Jaipur,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,220,5,225,3,Rajasthan Royals,complete,0,7,V Suryavanshi,IR Siddiqui,AT Holdstock,P Joshi,Bhavesh Patel,A Totre,20,"DS Rathi, MR Marsh, JP Inglis, N Pooran, RR Pant, Abdul Samad, A Badoni, Shahbaz Ahmed, Mohsin Khan, MP Yadav, Akash Singh, Prince Yadav","Yash Raj Punja, YBK Jaiswal, V Suryavanshi, Dhruv Jurel, LG Pretorius, D Ferreira, SB Dubey, MD Shanaka, JC Archer, Sandeep Sharma, SS Mishra, Brijesh Sharma"
20-05-2026,2026,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,147,8,148,6,Kolkata Knight Riders,complete,0,4,MK Pandey,R Seth,K Swaroopanand,HAS Khalid,M Krishnadas,AK Argal,20,"AM Ghazanfar, RD Rickelton, RG Sharma, Naman Dhir, SA Yadav, Tilak Varma, HH Pandya, WG Jacks, C Bosch, DL Chahar, JJ Bumrah, Raghu Sharma","CV Varun, A Raghuvanshi, AM Rahane, FH Allen, MK Pandey, C Green, R Powell, RK Singh, T Dahiya, AS Roy, SP Narine, Kartik Tyagi, SR Dubey"
21-05-2026,2026,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,229,4,140,10,Gujarat Titans,complete,89,0,Mohammed Siraj,A Kripal Singh,KM Gandhi,Nitin Menon,VK Sharma,TM Srivastava,20,"M Prasidh Krishna, B Sai Sudharsan, Shubman Gill, JC Buttler, R Tewatia, Washington Sundar, N Sindhu, JO Holder, Rashid Khan, K Rabada, Arshad Khan, Mohammed Siraj","Gurjapneet Singh, SV Samson, MW Short, RD Gaikwad, Urvil Patel, Kartik Sharma, D Brevis, S Dube, A Kamboj, Noor Ahmad, Mukesh Choudhary, SH Johnson"
22-05-2026,2026,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,bat,255,4,200,4,Sunrisers Hyderabad,complete,55,0,Ishan Kishan,DS Manohar,Amit Rana,J Madanagopal,K Kelkar,T Ematty,20,"HV Patel, Abhishek Sharma, TM Head, Ishan Kishan, H Klaasen, Nithish Kumar Reddy, S Arora, R Smaran, PJ Cummins, Shivang Kumar, E Malinga, Sakib Hussain","Suyash Sharma, VR Iyer, V Kohli, D Padikkal, RM Patidar, KH Pandya, TH David, JM Sharma, R Shepherd, B Kumar, JR Hazlewood, Rasikh Salam"
23-05-2026,2026,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings,Punjab Kings,field,196,6,200,3,Punjab Kings,complete,0,7,SS Iyer,A Kripal Singh,KM Gandhi,Vinod Seshan,AK Argal,TM Srivastava,20,"DS Rathi, JP Inglis, AA Kulkarni, N Pooran, A Badoni, RR Pant, Abdul Samad, MD Choudhary, Arjun Tendulkar, Mohammed Shami, Prince Yadav, Mohsin Khan","YS Chahal, Priyansh Arya, P Simran Singh, C Connolly, SS Iyer, Suryansh Shedge, Shashank Singh, Azmatullah Omarzai, M Jansen, Vijaykumar Vyshak, Arshdeep Singh, MP Stoinis"
